"time","root.devdb.i483.sensors.s2510030.SCD41.co2"
2025-06-05 12:04:59,1186
2025-06-05 12:05:14,1187
2025-06-05 12:05:29,1186
2025-06-05 12:05:45,1186
2025-06-05 12:06:00,1185
2025-06-05 12:06:15,1183
2025-06-05 12:06:30,1182
2025-06-05 12:06:46,1181
2025-06-05 12:07:01,1179
2025-06-05 12:07:16,1177
2025-06-05 12:07:31,1177
2025-06-05 12:07:46,1177
2025-06-05 12:08:02,1175
2025-06-05 12:08:17,1174
2025-06-05 12:08:32,1173
2025-06-05 12:08:47,1170
2025-06-05 12:09:03,1167
2025-06-05 12:09:18,1167
2025-06-05 12:09:33,1167
2025-06-05 12:09:48,1165
2025-06-05 12:10:03,1165
2025-06-05 12:10:19,1164
2025-06-05 12:10:34,1163
2025-06-05 12:10:49,1159
2025-06-05 12:11:04,1158
2025-06-05 12:11:20,1159
2025-06-05 12:11:35,1157
2025-06-05 12:11:50,1156
2025-06-05 12:12:05,1154
2025-06-05 12:12:20,1153
2025-06-05 12:12:36,1153
2025-06-05 12:12:51,1152
2025-06-05 12:13:06,1152
2025-06-05 12:13:21,1150
2025-06-05 12:13:36,1149
2025-06-05 12:13:52,1149
2025-06-05 12:14:07,1150
2025-06-05 12:14:22,1148
2025-06-05 12:14:37,1147
2025-06-05 12:14:53,1147
2025-06-05 12:15:08,1149
2025-06-05 12:15:23,1148
2025-06-05 12:15:38,1145
2025-06-05 12:15:53,1144
2025-06-05 12:16:09,1144
2025-06-05 12:16:24,1144
2025-06-05 12:16:39,1145
2025-06-05 12:16:54,1145
2025-06-05 12:17:10,1142
2025-06-05 12:17:25,1139
2025-06-05 12:17:40,1141
2025-06-05 12:17:55,1141
2025-06-05 12:18:10,1141
2025-06-05 12:18:26,1140
2025-06-05 12:18:41,1140
2025-06-05 12:18:56,1138
2025-06-05 12:19:11,1139
2025-06-05 12:19:27,1138
2025-06-05 12:19:42,1137
2025-06-05 12:19:57,1138
2025-06-05 12:20:12,1138
2025-06-05 12:20:27,1137
2025-06-05 12:20:43,1137
2025-06-05 12:20:58,1137
2025-06-05 12:21:13,1135
2025-06-05 12:21:28,1135
2025-06-05 12:21:44,1135
2025-06-05 12:21:59,1135
2025-06-05 12:22:14,1136
2025-06-05 12:22:29,1137
2025-06-05 12:22:44,1137
2025-06-05 12:23:00,1136
2025-06-05 12:23:15,1137
2025-06-05 12:23:30,1136
2025-06-05 12:23:45,1136
2025-06-05 12:24:00,1136
2025-06-05 12:24:16,1136
2025-06-05 12:24:31,1137
2025-06-05 12:24:46,1137
2025-06-05 12:25:01,1136
2025-06-05 12:25:17,1136
2025-06-05 12:25:32,1136
2025-06-05 12:25:47,1135
2025-06-05 12:26:02,1135
2025-06-05 12:26:17,1135
2025-06-05 12:26:33,1135
2025-06-05 12:26:48,1134
2025-06-05 12:27:03,1134
2025-06-05 12:27:18,1132
2025-06-05 12:27:34,1130
2025-06-05 12:27:49,1128
2025-06-05 12:28:04,1127
2025-06-05 12:28:19,1126
2025-06-05 12:28:34,1124
2025-06-05 12:28:50,1124
2025-06-05 12:29:05,1123
2025-06-05 12:29:20,1122
2025-06-05 12:29:35,1121
2025-06-05 12:29:51,1122
2025-06-05 12:30:06,1120
2025-06-05 12:30:21,1120
2025-06-05 12:30:36,1118
2025-06-05 12:30:51,1118
2025-06-05 12:31:07,1118
2025-06-05 12:31:22,1117
2025-06-05 12:31:37,1116
2025-06-05 12:31:52,1116
2025-06-05 12:32:08,1115
2025-06-05 12:32:23,1114
2025-06-05 12:32:38,1112
2025-06-05 12:32:53,1109
2025-06-05 12:33:08,1108
2025-06-05 12:33:24,1108
2025-06-05 12:33:39,1107
2025-06-05 12:33:54,1107
2025-06-05 12:34:09,1106
2025-06-05 12:34:24,1104
2025-06-05 12:34:40,1103
2025-06-05 12:34:55,1104
2025-06-05 12:35:10,1103
2025-06-05 12:35:25,1102
2025-06-05 12:35:41,1103
2025-06-05 12:35:56,1101
2025-06-05 12:36:11,1101
2025-06-05 12:36:26,1099
2025-06-05 12:36:41,1097
2025-06-05 12:36:57,1094
2025-06-05 12:37:12,1090
2025-06-05 12:37:27,1085
2025-06-05 12:37:42,1081
2025-06-05 12:37:58,1077
2025-06-05 12:38:13,1075
2025-06-05 12:38:28,1074
2025-06-05 12:38:43,1072
2025-06-05 12:38:58,1072
2025-06-05 12:39:14,1067
2025-06-05 12:39:29,1066
2025-06-05 12:39:44,1062
2025-06-05 12:39:59,1063
2025-06-05 12:40:15,1062
2025-06-05 12:40:30,1062
2025-06-05 12:40:45,1062
2025-06-05 12:41:00,1061
2025-06-05 12:41:15,1061
2025-06-05 12:41:31,1061
2025-06-05 12:41:46,1060
2025-06-05 12:42:01,1060
2025-06-05 12:42:16,1060
2025-06-05 12:42:32,1060
2025-06-05 12:42:47,1061
2025-06-05 12:43:02,1062
2025-06-05 12:43:17,1062
2025-06-05 12:43:32,1061
2025-06-05 12:43:48,1060
2025-06-05 12:44:03,1062
2025-06-05 12:44:18,1060
2025-06-05 12:44:33,1060
2025-06-05 12:44:48,1060
2025-06-05 12:45:04,1060
2025-06-05 12:45:19,1059
2025-06-05 12:45:34,1058
2025-06-05 12:45:49,1058
2025-06-05 12:46:05,1057
2025-06-05 12:46:20,1056
2025-06-05 12:46:35,1056
2025-06-05 12:46:50,1056
2025-06-05 12:47:05,1054
2025-06-05 12:47:21,1054
2025-06-05 12:47:36,1053
2025-06-05 12:47:51,1053
2025-06-05 12:48:06,1051
2025-06-05 12:48:22,1051
2025-06-05 12:48:37,1050
2025-06-05 12:48:52,1050
2025-06-05 12:49:07,1049
2025-06-05 12:49:22,1047
2025-06-05 12:49:38,1045
2025-06-05 12:49:53,1044
2025-06-05 12:50:08,1044
2025-06-05 12:50:23,1044
2025-06-05 12:50:39,1042
2025-06-05 12:50:54,1042
2025-06-05 12:51:09,1040
2025-06-05 12:51:24,1040
2025-06-05 12:51:39,1041
2025-06-05 12:51:55,1041
2025-06-05 12:52:10,1042
2025-06-05 12:52:25,1041
2025-06-05 12:52:40,1041
2025-06-05 12:52:56,1040
2025-06-05 12:53:11,1040
2025-06-05 12:53:26,1040
2025-06-05 12:53:41,1040
2025-06-05 12:53:56,1039
2025-06-05 12:54:12,1039
2025-06-05 12:54:27,1039
2025-06-05 12:54:42,1039
2025-06-05 12:54:57,1040
2025-06-05 12:55:12,1040
2025-06-05 12:55:28,1038
2025-06-05 12:55:43,1037
2025-06-05 12:55:58,1036
2025-06-05 12:56:13,1035
2025-06-05 12:56:29,1035
2025-06-05 12:56:44,1034
2025-06-05 12:56:59,1033
