DPS310_temp,DPS310_pres,BH1750_lx,RPR0521RS_lx,RPR0521RS_inf,SCD41_co2,SCD41_temp,SCD41_humidity
22.42,990.68,49.35,49.41,8.95,2500,22.09,75.77
22.43,990.68,49.35,49.40,8.95,2500,22.09,75.72
22.43,990.68,49.58,49.60,8.98,2499,22.09,75.71
22.43,990.68,49.58,49.71,8.99,2499,22.10,75.75
22.41,990.68,49.35,49.44,8.95,2498,22.09,75.71
22.42,990.68,49.35,49.38,8.94,2499,22.09,75.73
22.41,990.68,49.35,49.37,8.93,2498,22.08,75.66
22.41,990.68,49.24,49.36,8.93,2498,22.08,75.71
22.41,990.68,49.24,49.36,8.93,2499,22.09,75.74
22.42,990.69,49.24,49.36,8.93,2499,22.08,75.74
22.41,990.69,49.24,49.36,8.92,2498,22.09,75.68
22.43,990.69,49.58,49.66,8.96,2498,22.09,75.68
22.43,990.69,49.46,49.63,8.97,2498,22.10,75.68
22.42,990.70,49.24,49.55,8.95,2497,22.09,75.68
22.42,990.69,49.24,49.34,8.91,2497,22.07,75.70
22.43,990.70,49.24,49.33,8.91,2498,22.10,75.66
22.41,990.70,49.12,49.31,8.90,2498,22.10,75.68
22.41,990.70,49.12,49.30,8.89,2498,22.09,75.70
22.41,990.70,49.12,49.32,8.90,2499,22.10,75.63
22.42,990.70,49.12,49.31,8.89,2499,22.09,75.66
22.42,990.71,49.46,49.48,8.93,2499,22.10,75.65
22.43,990.71,49.35,49.62,8.94,2499,22.10,75.67
22.42,990.71,49.12,49.41,8.90,2499,22.10,75.63
22.42,990.71,49.12,49.29,8.88,2499,22.10,75.65
22.43,990.72,49.12,49.27,8.88,2499,22.09,75.66
22.42,990.72,49.01,49.26,8.88,2499,22.12,75.64
22.42,990.72,49.01,49.26,8.87,2499,22.09,75.63
22.41,990.72,49.01,49.25,8.87,2498,22.08,75.63
22.41,990.72,49.01,49.25,8.86,2498,22.10,75.60
22.43,990.73,49.35,49.54,8.93,2498,22.09,75.60
22.41,990.73,49.35,49.55,8.91,2498,22.12,75.62
22.40,990.73,49.12,49.27,8.87,2499,22.09,75.58
22.40,990.73,49.01,49.26,8.86,2498,22.09,75.66
22.42,990.74,49.01,49.25,8.86,2499,22.10,75.60
22.41,990.74,49.01,49.25,8.86,2499,22.09,75.60
22.41,990.74,49.01,49.23,8.85,2499,22.09,75.58
22.41,990.74,49.01,49.23,8.85,2501,22.09,75.59
22.40,990.74,49.01,49.23,8.85,2503,22.10,75.59
22.41,990.75,49.24,49.36,8.89,2502,22.10,75.58
22.42,990.75,49.24,49.50,8.92,2502,22.10,75.56
22.41,990.75,49.12,49.38,8.88,2504,22.12,75.58
22.41,990.75,49.01,49.23,8.85,2504,22.11,75.57
22.40,990.75,49.01,49.24,8.85,2505,22.09,75.56
22.40,990.76,49.01,49.23,8.85,2505,22.10,75.54
22.40,990.76,49.01,49.23,8.85,2506,22.09,75.56
22.41,990.76,49.01,49.22,8.84,2507,22.09,75.58
22.40,990.76,48.90,49.23,8.85,2507,22.09,75.54
22.40,990.77,49.12,49.53,8.89,2506,22.09,75.56
22.40,990.77,49.12,49.47,8.91,2507,22.11,75.52
22.39,990.77,49.01,49.47,8.88,2507,22.11,75.54
22.39,990.77,48.90,49.21,8.84,2507,22.11,75.53
22.39,990.77,48.90,49.20,8.84,2508,22.12,75.50
22.41,990.78,48.44,49.22,8.84,2506,22.11,75.49
22.41,990.78,49.01,49.22,8.84,2506,22.10,75.49
22.40,990.78,48.90,49.22,8.84,2505,22.11,75.50
22.41,990.79,49.01,49.21,8.84,2504,22.11,75.56
22.41,990.79,49.24,49.38,8.89,2504,22.09,75.56
22.42,990.79,49.24,49.52,8.89,2504,22.11,75.53
22.41,990.79,49.01,49.29,8.86,2503,22.08,75.54
22.41,990.79,48.90,49.22,8.84,2502,22.11,75.56
22.42,990.80,48.90,49.22,8.84,2502,22.13,75.56
22.41,990.80,48.90,49.21,8.84,2502,22.09,75.48
22.42,990.80,48.90,49.21,8.84,2502,22.09,75.52
22.41,990.80,48.90,49.20,8.84,2502,22.11,75.50
22.41,990.81,48.90,49.21,8.84,2503,22.11,75.51
22.43,990.81,49.12,49.48,8.89,2504,22.10,75.48
22.42,990.81,49.24,49.49,8.89,2504,22.12,75.45
22.42,990.81,49.01,49.42,8.87,2505,22.13,75.53
22.42,990.81,48.90,49.20,8.84,2505,22.13,75.49
22.43,990.82,48.90,49.20,8.84,2506,22.12,75.54
22.42,990.82,48.90,49.20,8.84,2506,22.12,75.53
22.42,990.82,48.90,49.19,8.83,2507,22.12,75.52
22.41,990.82,48.90,49.19,8.83,2509,22.13,75.53
22.41,990.82,48.90,49.18,8.83,2511,22.13,75.49
22.42,990.83,49.12,49.39,8.87,2513,22.12,75.53
22.41,990.83,49.12,49.45,8.89,2514,22.12,75.51
22.41,990.83,49.01,49.26,8.83,2513,22.13,75.49
22.41,990.83,48.90,49.18,8.83,2513,22.14,75.53
22.39,990.83,48.78,49.18,8.83,2513,22.13,75.54
22.40,990.83,48.78,49.18,8.83,2514,22.12,75.56
22.40,990.84,48.78,49.18,8.82,2514,22.12,75.57
22.40,990.84,48.78,49.18,8.82,2515,22.12,75.57
22.40,990.83,48.78,49.18,8.83,2515,22.10,75.52
22.42,990.84,49.01,49.45,8.88,2515,22.14,75.56
22.42,990.84,49.12,49.46,8.87,2517,22.15,75.56
22.42,990.84,49.01,49.40,8.86,2521,22.13,75.55
22.42,990.84,48.78,49.15,8.82,2524,22.14,75.51
22.41,990.84,48.78,49.16,8.82,2523,22.14,75.53
22.40,990.84,48.78,49.14,8.81,2524,22.13,75.56
22.40,990.84,48.78,49.14,8.81,2525,22.15,75.54
22.40,990.84,48.78,49.14,8.81,2526,22.12,75.50
22.41,990.84,48.78,49.14,8.81,2526,22.15,75.49
22.41,990.84,49.01,49.30,8.84,2526,22.16,75.46
22.41,990.85,49.01,49.45,8.86,2527,22.14,75.46
22.39,990.84,48.90,49.25,8.83,2527,22.16,75.44
22.40,990.84,48.78,49.13,8.80,2528,22.13,75.43
22.40,990.85,48.78,49.12,8.80,2527,22.14,75.49
22.40,990.85,48.67,49.12,8.81,2528,22.16,75.47
22.39,990.84,48.67,49.13,8.80,2527,22.15,75.46
22.39,990.84,48.67,49.12,8.80,2528,22.15,75.48
22.39,990.85,48.67,49.12,8.80,2529,22.16,75.45
22.40,990.85,48.90,49.37,8.84,2529,22.17,75.43
22.40,990.85,49.01,49.43,8.84,2530,22.14,75.44
22.39,990.85,48.90,49.41,8.85,2529,22.17,75.45
22.39,990.85,48.67,49.11,8.79,2531,22.16,75.44
22.39,990.85,48.67,49.11,8.79,2531,22.16,75.42
22.39,990.84,48.67,49.12,8.79,2531,22.15,75.46
22.39,990.85,48.67,49.10,8.79,2531,22.15,75.41
22.40,990.85,48.67,49.10,8.79,2532,22.15,75.45
22.39,990.84,48.67,49.09,8.79,2532,22.15,75.45
22.40,990.85,48.90,49.15,8.80,2534,22.16,75.44
22.39,990.85,49.01,49.35,8.85,2534,22.17,75.47
22.38,990.85,48.78,49.29,8.80,2534,22.13,75.48
22.40,990.85,48.67,49.08,8.78,2534,22.16,75.47
22.40,990.85,48.67,49.06,8.78,2534,22.15,75.45
22.39,990.85,48.56,49.06,8.78,2535,22.15,75.42
22.39,990.85,48.67,49.07,8.77,2535,22.13,75.38
22.39,990.85,48.56,49.05,8.77,2535,22.15,75.39
22.39,990.85,48.56,49.05,8.77,2538,22.15,75.41
22.41,990.85,48.78,49.21,8.80,2538,22.16,75.40
22.40,990.85,48.90,49.31,8.82,2538,22.15,75.39
22.39,990.85,48.67,49.31,8.82,2538,22.13,75.39
22.40,990.85,48.56,49.05,8.76,2538,22.14,75.35
22.40,990.85,48.56,49.04,8.76,2538,22.14,75.36
22.40,990.85,48.56,49.04,8.76,2536,22.13,75.36
22.41,990.85,48.56,49.03,8.75,2535,22.15,75.33
22.41,990.85,48.56,49.02,8.75,2536,22.14,75.35
22.40,990.85,48.44,49.02,8.75,2534,22.15,75.33
22.41,990.86,48.67,49.07,8.76,2534,22.14,75.35
22.41,990.86,48.78,49.27,8.81,2533,22.13,75.32
22.40,990.86,48.67,49.25,8.78,2532,22.15,75.33
22.41,990.86,48.44,49.01,8.75,2531,22.12,75.36
22.41,990.86,48.44,49.02,8.74,2528,22.14,75.37
22.41,990.86,48.44,49.02,8.74,2526,22.12,75.34
22.41,990.86,48.44,49.01,8.74,2523,22.13,75.33
22.41,990.86,48.44,49.01,8.74,2523,22.12,75.31
22.40,990.86,48.44,49.01,8.74,2524,22.13,75.32
22.42,990.87,48.67,49.20,8.79,2524,22.14,75.31
22.42,990.87,48.78,49.29,8.79,2525,22.15,75.31
22.41,990.87,48.67,49.29,8.79,2525,22.14,75.26
22.42,990.87,48.44,49.00,8.73,2525,22.14,75.29
22.41,990.87,48.44,48.99,8.73,2525,22.16,75.34
22.41,990.87,48.44,48.98,8.73,2527,22.13,75.27
22.40,990.87,48.44,48.98,8.73,2526,22.16,75.31
22.41,990.88,48.44,48.98,8.73,2525,22.14,75.32
22.41,990.88,48.44,48.98,8.73,2526,22.14,75.28
22.41,990.88,48.56,49.06,8.74,2526,22.12,75.26
22.40,990.89,48.67,49.27,8.79,2526,22.12,75.25
22.39,990.89,48.56,49.16,8.75,2527,22.11,75.30
22.39,990.89,48.33,48.97,8.72,2527,22.12,75.27
22.38,990.90,48.33,48.97,8.72,2528,22.13,75.30
22.38,990.90,48.33,48.97,8.72,2530,22.13,75.30
22.38,990.90,48.33,48.97,8.72,2534,22.12,75.25
22.37,990.90,48.33,48.98,8.72,2533,22.10,75.26
22.38,990.91,48.33,48.97,8.71,2532,22.13,75.30
22.39,990.91,48.44,48.96,8.71,2532,22.15,75.26
22.38,990.92,48.56,49.23,8.77,2532,22.13,75.31
22.39,990.92,48.56,49.21,8.76,2533,22.13,75.26
22.38,990.92,48.33,48.95,8.71,2534,22.13,75.30
22.38,990.93,48.33,48.95,8.71,2533,22.12,75.22
22.37,990.93,48.33,48.95,8.71,2533,22.16,75.28
22.38,990.94,48.33,48.94,8.71,2533,22.14,75.24
22.38,990.94,48.33,48.95,8.71,2533,22.13,75.26
22.38,990.94,48.33,48.95,8.71,2534,22.14,75.22
22.39,990.94,48.44,49.12,8.74,2535,22.16,75.20
22.40,990.95,48.67,49.08,8.75,2535,22.12,75.19
22.40,990.95,47.99,49.08,8.73,2539,22.12,75.14
22.39,990.96,47.77,48.79,8.68,2537,22.14,75.22
22.38,990.96,47.77,48.80,8.68,2538,22.14,75.22
22.38,990.96,47.88,48.80,8.68,2538,22.13,75.17
22.38,990.97,47.88,48.80,8.68,2538,22.16,75.18
22.38,990.97,47.88,48.86,8.68,2539,22.13,75.17
22.38,990.98,48.22,48.83,8.68,2541,22.14,75.20
22.38,990.98,47.88,48.80,8.68,2541,22.11,75.16
22.38,990.99,47.88,49.08,8.72,2540,22.13,75.17
22.37,990.99,47.99,49.00,8.70,2540,22.14,75.20
22.38,990.99,47.65,48.76,8.67,2540,22.13,75.21
22.39,991.00,47.65,48.77,8.67,2540,22.15,75.26
22.38,991.00,47.77,48.78,8.66,2540,22.12,75.19
22.38,991.00,47.77,48.77,8.66,2540,22.14,75.25
22.39,991.01,47.65,48.77,8.66,2539,22.13,75.20
22.39,991.01,47.77,48.77,8.66,2539,22.14,75.21
22.39,991.01,47.77,48.92,8.71,2539,22.10,75.17
22.39,991.02,47.99,49.05,8.72,2538,22.13,75.15
22.39,991.02,47.99,49.05,8.71,2538,22.12,75.15
22.38,991.03,47.77,48.81,8.66,2540,22.13,75.13
22.38,991.03,47.65,48.77,8.66,2541,22.10,75.13
22.38,991.03,47.77,48.76,8.66,2540,22.13,75.14
22.37,991.03,47.65,48.77,8.66,2540,22.10,75.12
22.37,991.04,47.65,48.82,8.68,2541,22.11,75.11
22.37,991.04,47.88,48.82,8.67,2541,22.13,75.11
22.38,991.04,47.88,48.72,8.67,2542,22.12,75.14
22.37,991.04,47.99,49.09,8.72,2540,22.12,75.13
22.38,991.05,47.99,49.02,8.71,2539,22.10,75.09
22.37,991.04,47.77,48.78,8.66,2540,22.12,75.15
22.38,991.05,47.77,48.78,8.67,2541,22.13,75.15
22.38,991.05,47.77,48.79,8.66,2540,22.07,75.11
22.37,991.05,47.77,48.77,8.66,2540,22.08,75.13
22.36,991.05,47.77,48.77,8.66,2541,22.09,75.14
22.36,991.05,47.77,48.77,8.67,2542,22.10,75.12
22.37,991.05,47.77,48.91,8.70,2542,22.10,75.18
22.37,991.06,47.99,49.05,8.73,2541,22.09,75.19
22.38,991.06,48.11,49.04,8.73,2540,22.08,75.17
22.37,991.06,47.77,48.81,8.67,2541,22.09,75.18
22.37,991.06,47.77,48.77,8.66,2540,22.09,75.18
22.37,991.06,47.77,48.77,8.66,2541,22.08,75.15
22.36,991.06,47.77,48.77,8.66,2540,22.08,75.14
22.36,991.06,47.77,48.77,8.66,2539,22.09,75.15
22.36,991.06,47.77,48.77,8.66,2538,22.07,75.15
22.37,991.06,47.88,48.77,8.66,2537,22.09,75.13
22.38,991.07,48.11,49.05,8.73,2536,22.08,75.13
22.37,991.07,48.11,49.05,8.70,2538,22.07,75.12
22.36,991.07,47.65,48.73,8.66,2538,22.09,75.12
22.37,991.07,47.65,48.74,8.66,2538,22.08,75.09
22.36,991.07,47.65,48.76,8.66,2537,22.10,75.12
22.36,991.07,47.65,48.71,8.65,2537,22.09,75.07
22.36,991.07,47.54,48.73,8.66,2537,22.07,75.08
22.36,991.08,47.65,48.76,8.66,2537,22.08,75.10
22.36,991.07,47.77,48.82,8.68,2537,22.07,75.07
22.36,991.08,47.88,48.99,8.71,2537,22.08,75.09
22.35,991.08,47.88,48.98,8.71,2535,22.09,75.11
22.35,991.08,47.54,48.75,8.66,2535,22.09,75.10
22.36,991.08,47.54,48.70,8.65,2535,22.09,75.13
22.36,991.09,47.54,48.71,8.65,2536,22.10,75.09
22.35,991.09,47.65,48.72,8.65,2536,22.07,75.07
22.36,991.09,47.54,48.74,8.65,2537,22.09,75.06
22.35,991.09,47.65,48.73,8.66,2536,22.07,75.04
22.37,991.10,47.65,48.73,8.65,2530,22.09,75.10
22.37,991.10,47.88,49.02,8.71,2529,22.06,75.05
22.38,991.10,47.77,49.02,8.70,2529,22.06,75.06
22.37,991.10,47.54,48.71,8.65,2529,22.10,75.07
22.36,991.10,47.54,48.72,8.65,2530,22.09,75.07
22.35,991.11,47.65,48.79,8.66,2533,22.07,75.03
22.35,991.11,47.77,48.79,8.66,2534,22.08,75.04
22.35,991.11,47.77,48.73,8.65,2534,22.10,75.06
22.35,991.11,47.65,48.72,8.65,2535,22.09,75.08
22.34,991.12,47.65,48.72,8.65,2535,22.10,75.11
22.35,991.12,47.88,49.04,8.70,2533,22.09,75.10
22.34,991.12,47.88,49.02,8.70,2535,22.08,75.07
22.34,991.12,47.65,48.77,8.66,2539,22.07,75.07
22.35,991.13,47.65,48.75,8.66,2539,22.08,75.05
22.36,991.13,47.54,48.71,8.65,2539,22.06,75.07
22.35,991.13,47.65,48.72,8.65,2539,22.08,75.03
22.35,991.13,47.65,48.72,8.65,2539,22.05,75.03
22.35,991.13,47.65,48.71,8.65,2537,22.07,75.06
22.35,991.14,47.65,48.73,8.66,2537,22.08,75.04
22.36,991.14,47.88,49.00,8.70,2537,22.05,75.01
22.37,991.14,47.88,48.98,8.71,2538,22.08,75.03
22.34,991.14,47.54,48.70,8.65,2539,22.08,75.05
22.34,991.15,47.54,48.71,8.65,2542,22.05,75.09
22.35,991.15,47.54,48.70,8.65,2541,22.05,75.09
22.35,991.15,47.65,48.70,8.64,2541,22.07,75.10
22.34,991.16,47.54,48.69,8.64,2541,22.07,75.07
22.34,991.16,47.54,48.70,8.65,2542,22.10,75.09
22.35,991.16,47.54,48.70,8.64,2542,22.07,75.09
22.35,991.17,47.77,48.96,8.71,2542,22.05,75.06
22.36,991.17,47.77,48.98,8.69,2542,22.07,75.06
22.35,991.17,47.54,48.68,8.64,2542,22.06,75.08
22.34,991.18,47.54,48.71,8.65,2542,22.05,75.04
22.34,991.18,47.54,48.70,8.65,2541,22.04,75.07
22.34,991.18,47.54,48.69,8.64,2541,22.05,75.09
22.34,991.19,47.54,48.69,8.64,2541,22.03,75.08
22.33,991.19,47.54,48.70,8.64,2540,22.06,75.13
22.34,991.20,47.43,48.70,8.64,2541,22.04,75.11
22.35,991.20,47.77,49.04,8.70,2541,22.05,75.07
22.34,991.21,47.88,49.07,8.71,2541,22.06,75.08
22.33,991.21,47.77,48.86,8.68,2541,22.07,75.04
22.33,991.22,47.77,48.78,8.66,2543,22.06,75.09
22.33,991.22,47.77,48.77,8.66,2543,22.06,75.05
22.33,991.23,47.77,48.78,8.66,2544,22.04,75.07
22.34,991.23,47.77,48.78,8.66,2544,22.04,75.05
22.34,991.24,47.88,48.81,8.66,2543,22.03,75.07
22.33,991.24,47.88,48.80,8.66,2544,22.07,75.03
22.34,991.24,48.22,49.03,8.72,2544,22.05,75.08
22.34,991.25,48.11,49.08,8.71,2544,22.03,75.09
22.33,991.25,47.88,48.77,8.66,2542,22.03,75.09
22.34,991.26,47.65,48.78,8.66,2542,22.07,75.03
22.35,991.26,47.88,48.78,8.66,2542,22.05,75.00
22.35,991.26,47.77,48.78,8.66,2543,22.07,75.03
22.34,991.27,47.77,48.75,8.65,2542,22.06,75.01
22.35,991.27,47.77,48.79,8.66,2543,22.03,75.00
22.35,991.28,47.77,48.77,8.66,2543,22.05,74.98
22.36,991.28,48.11,49.07,8.71,2543,22.06,75.00
22.36,991.29,48.11,49.07,8.70,2542,22.07,75.02
22.36,991.29,47.77,48.86,8.67,2543,22.05,74.97
22.36,991.30,47.77,48.76,8.65,2543,22.06,74.95
22.36,991.30,47.77,48.79,8.66,2543,22.04,74.99
22.36,991.30,47.77,48.79,8.66,2543,22.07,74.98
22.36,991.30,47.77,48.79,8.66,2543,22.04,74.98
22.36,991.31,47.77,48.78,8.66,2544,22.04,74.99
22.36,991.31,47.77,48.78,8.66,2544,22.05,75.00
22.37,991.31,48.11,49.10,8.71,2544,22.05,74.99
22.37,991.32,48.22,49.10,8.71,2545,22.06,75.02
22.36,991.32,47.88,48.79,8.66,2544,22.03,75.01
22.37,991.32,47.77,48.79,8.66,2544,22.05,75.03
22.37,991.33,47.88,48.76,8.66,2544,22.06,74.98
22.37,991.33,47.65,48.78,8.65,2544,22.06,74.96
22.37,991.34,47.77,48.79,8.66,2543,22.06,74.99
22.37,991.34,47.77,48.77,8.66,2542,22.05,74.98
22.36,991.34,47.77,48.78,8.66,2542,22.07,74.94
22.38,991.35,47.88,48.94,8.70,2542,22.06,74.94
22.38,991.35,48.11,49.06,8.71,2542,22.05,74.98
22.37,991.36,47.88,48.86,8.67,2543,22.06,75.02
22.37,991.36,47.88,48.79,8.66,2541,22.05,74.98
22.38,991.37,47.77,48.77,8.65,2541,22.04,75.01
22.38,991.38,47.77,48.78,8.65,2541,22.05,74.98
22.38,991.38,47.77,48.79,8.66,2540,22.05,74.98
22.38,991.39,47.88,48.79,8.66,2538,22.05,74.96
22.37,991.39,47.88,48.79,8.66,2538,22.07,74.92
22.38,991.40,48.22,49.08,8.70,2537,22.06,74.96
22.38,991.40,48.22,49.07,8.71,2538,22.04,74.91
22.37,991.40,47.99,49.01,8.70,2539,22.05,74.94
22.37,991.41,47.88,48.80,8.66,2538,22.05,74.97
22.37,991.41,47.88,48.79,8.66,2538,22.06,74.98
22.37,991.41,47.88,48.77,8.65,2537,22.03,74.92
22.37,991.42,47.77,48.78,8.65,2536,22.06,74.98
22.36,991.42,47.77,48.75,8.65,2536,22.04,74.96
22.36,991.43,47.77,48.76,8.65,2536,22.07,74.96
22.38,991.43,48.11,48.97,8.69,2536,22.06,74.95
22.38,991.44,48.11,49.08,8.71,2536,22.06,74.96
22.37,991.44,47.99,48.88,8.66,2537,22.06,74.94
22.37,991.44,47.88,48.79,8.66,2537,22.07,74.92
22.37,991.44,47.88,48.80,8.66,2536,22.06,74.94
22.37,991.45,47.88,48.78,8.65,2533,22.04,74.92
22.38,991.45,47.88,48.80,8.66,2533,22.06,74.97
22.36,991.45,47.88,48.79,8.66,2533,22.06,74.98
22.36,991.45,47.88,48.80,8.66,2531,22.07,74.95
22.37,991.46,48.11,49.06,8.72,2531,22.06,74.98
22.37,991.46,48.11,49.05,8.73,2530,22.06,74.94
22.36,991.46,47.99,49.04,8.69,2527,22.06,74.92
22.36,991.46,47.88,48.75,8.65,2527,22.05,74.89
22.37,991.47,47.88,48.79,8.66,2528,22.08,74.96
22.37,991.47,47.77,48.79,8.66,2528,22.07,74.94
22.36,991.47,47.77,48.80,8.66,2528,22.06,74.92
22.36,991.47,47.77,48.79,8.65,2529,22.06,74.96
22.36,991.47,47.88,48.79,8.65,2530,22.08,75.00
22.38,991.47,48.11,48.97,8.69,2530,22.08,74.96
22.37,991.48,48.11,49.05,8.72,2530,22.09,74.92
22.37,991.48,47.99,48.84,8.66,2529,22.09,74.92
22.38,991.48,47.88,48.77,8.66,2529,22.08,74.92
22.37,991.48,47.88,48.77,8.65,2529,22.07,74.92
22.37,991.48,47.88,48.76,8.65,2529,22.08,74.92
22.37,991.48,47.88,48.78,8.65,2529,22.08,74.89
22.37,991.48,47.88,48.77,8.65,2530,22.08,74.92
22.37,991.48,47.88,48.77,8.65,2530,22.08,74.89
22.38,991.48,48.11,49.08,8.71,2530,22.08,74.92
22.38,991.48,48.22,49.10,8.70,2530,22.07,74.85
22.36,991.48,47.99,48.98,8.70,2530,22.08,74.89
22.38,991.48,47.88,48.79,8.65,2529,22.08,74.87
22.38,991.49,47.88,48.78,8.65,2530,22.08,74.87
22.37,991.48,47.88,48.77,8.65,2530,22.09,74.89
22.37,991.49,47.88,48.77,8.65,2529,22.07,74.87
22.37,991.49,47.88,48.77,8.65,2529,22.07,74.89
22.37,991.49,47.88,48.78,8.65,2530,22.08,74.91
22.37,991.50,48.11,48.95,8.70,2530,22.09,74.89
22.37,991.50,48.11,49.04,8.72,2531,22.09,74.95
22.37,991.50,47.99,48.83,8.66,2534,22.10,74.94
22.38,991.50,47.88,48.77,8.65,2533,22.10,74.90
22.37,991.50,47.88,48.78,8.65,2534,22.08,74.87
22.37,991.50,47.88,48.78,8.65,2534,22.10,74.90
22.37,991.51,47.88,48.78,8.65,2533,22.10,74.92
22.37,991.51,47.88,48.78,8.66,2533,22.08,74.86
22.37,991.52,47.88,48.77,8.65,2533,22.10,74.83
22.37,991.52,48.11,49.09,8.70,2533,22.10,74.87
22.38,991.52,48.11,49.07,8.71,2533,22.09,74.82
22.37,991.52,47.99,48.99,8.68,2533,22.10,74.85
22.37,991.53,47.88,48.77,8.65,2533,22.10,74.85
22.37,991.53,47.88,48.77,8.65,2534,22.10,74.84
22.37,991.53,47.88,48.77,8.65,2532,22.10,74.87
22.37,991.53,47.88,48.77,8.65,2532,22.10,74.87
22.37,991.54,47.88,48.78,8.65,2531,22.10,74.84
22.37,991.54,47.88,48.77,8.65,2532,22.09,74.81
22.38,991.55,48.11,48.95,8.70,2533,22.07,74.82
22.37,991.55,48.22,49.03,8.72,2534,22.09,74.81
22.38,991.55,47.77,48.82,8.65,2534,22.08,74.74
22.38,991.55,47.77,48.75,8.64,2533,22.08,74.72
22.38,991.56,47.77,48.75,8.65,2534,22.09,74.72
22.38,991.56,47.77,48.76,8.65,2535,22.10,74.78
22.37,991.56,47.77,48.75,8.64,2535,22.09,74.74
22.38,991.56,47.77,48.77,8.65,2534,22.12,74.75
22.38,991.57,47.88,48.80,8.65,2534,22.09,74.76
22.38,991.57,47.99,48.98,8.71,2533,22.10,74.76
22.36,991.57,47.54,48.76,8.68,2533,22.10,74.80
22.35,991.57,47.09,48.66,8.65,2529,22.06,74.75
22.36,991.57,46.63,48.42,8.60,2529,22.08,74.81
22.36,991.57,46.75,48.41,8.60,2530,22.09,74.83
22.36,991.57,46.63,48.41,8.60,2530,22.11,74.85
22.36,991.57,46.75,48.41,8.60,2529,22.08,74.82
22.37,991.57,46.63,48.42,8.60,2529,22.10,74.87
22.37,991.57,46.75,48.41,8.60,2529,22.09,74.85
22.36,991.57,46.86,48.61,8.64,2528,22.09,74.82
22.38,991.57,46.97,48.71,8.66,2529,22.08,74.83
22.37,991.57,46.86,48.50,8.62,2530,22.08,74.81
22.37,991.57,46.75,48.41,8.60,2529,22.11,74.85
22.37,991.57,46.63,48.42,8.60,2528,22.10,74.81
22.37,991.57,46.63,48.42,8.60,2527,22.10,74.85
22.37,991.57,46.63,48.39,8.60,2527,22.11,74.83
22.36,991.56,46.63,48.40,8.60,2527,22.10,74.81
22.36,991.57,46.63,48.37,8.59,2527,22.11,74.81
22.37,991.57,46.75,48.41,8.61,2527,22.09,74.83
22.37,991.57,46.86,48.69,8.64,2528,22.09,74.79
22.36,991.56,46.75,48.68,8.64,2531,22.09,74.79
22.36,991.56,46.86,48.44,8.60,2532,22.09,74.82
22.37,991.56,46.63,48.46,8.61,2534,22.11,74.81
22.37,991.56,46.86,48.47,8.61,2535,22.10,74.81
22.36,991.56,46.86,48.46,8.61,2535,22.11,74.83
22.35,991.56,46.86,48.47,8.61,2536,22.12,74.81
22.36,991.56,46.86,48.47,8.61,2536,22.13,74.83
22.37,991.56,47.09,48.69,8.65,2539,22.12,74.78
22.38,991.56,47.31,48.78,8.68,2539,22.14,74.77
22.37,991.56,46.86,48.78,8.67,2539,22.08,74.69
22.36,991.56,46.97,48.48,8.61,2541,22.11,74.75
22.36,991.56,46.97,48.48,8.61,2541,22.11,74.77
22.36,991.56,46.97,48.50,8.63,2541,22.10,74.75
22.36,991.56,46.97,48.47,8.61,2541,22.10,74.78
22.37,991.56,46.86,48.47,8.61,2544,22.12,74.80
22.38,991.56,46.86,48.48,8.61,2545,22.12,74.83
22.39,991.56,47.09,48.52,8.62,2547,22.10,74.87
22.38,991.56,47.20,48.74,8.66,2555,22.12,74.82
22.37,991.56,47.09,48.68,8.64,2556,22.12,74.84
22.37,991.56,46.86,48.45,8.61,2557,22.12,74.85
22.37,991.57,46.86,48.45,8.61,2561,22.14,74.81
22.37,991.57,46.86,48.46,8.61,2562,22.12,74.81
22.37,991.57,46.86,48.46,8.61,2564,22.11,74.82
22.37,991.57,46.86,48.45,8.61,2567,22.10,74.77
22.37,991.58,46.86,48.46,8.61,2567,22.15,74.85
22.38,991.58,47.09,48.64,8.66,2569,22.11,74.78
22.37,991.58,47.09,48.75,8.66,2568,22.13,74.79
22.37,991.59,47.09,48.75,8.66,2568,22.14,74.78
22.37,991.59,46.86,48.46,8.61,2567,22.15,74.74
22.37,991.59,46.86,48.45,8.61,2568,22.17,74.76
22.37,991.59,46.86,48.45,8.61,2568,22.14,74.76
22.37,991.59,46.86,48.45,8.61,2568,22.15,74.74
22.37,991.60,46.86,48.45,8.61,2567,22.15,74.72
22.37,991.60,46.86,48.46,8.61,2567,22.15,74.71
22.38,991.60,47.09,48.54,8.62,2568,22.15,74.72
22.37,991.60,47.20,48.76,8.66,2567,22.16,74.69
22.36,991.60,47.09,48.65,8.63,2566,22.16,74.70
22.37,991.61,46.86,48.46,8.61,2565,22.16,74.69
22.37,991.61,46.86,48.46,8.61,2565,22.15,74.64
22.36,991.61,46.86,48.47,8.61,2565,22.16,74.69
22.36,991.61,46.86,48.46,8.61,2566,22.16,74.68
22.36,991.61,46.86,48.46,8.61,2565,22.19,74.69
22.35,991.61,46.86,48.46,8.61,2565,22.15,74.66
22.36,991.62,46.97,48.46,8.61,2564,22.18,74.64
22.36,991.62,47.20,48.71,8.68,2563,22.16,74.67
22.36,991.62,47.09,48.73,8.68,2562,22.16,74.63
22.35,991.62,46.86,48.46,8.61,2563,22.18,74.64
22.36,991.62,46.86,48.48,8.61,2561,22.18,74.63
