DPS310_temp,DPS310_pres,BH1750_lx,RPR0521RS_lx,RPR0521RS_inf,SCD41_co2,SCD41_temp,SCD41_humidity
22.36,991.62,46.86,48.46,8.61,2562,22.19,74.67
22.36,991.63,46.86,48.50,8.62,2562,22.17,74.60
22.35,991.62,46.97,48.49,8.62,2562,22.17,74.62
22.35,991.62,46.97,48.50,8.61,2562,22.16,74.58
22.35,991.63,47.09,48.59,8.63,2562,22.18,74.60
22.35,991.63,47.20,48.77,8.66,2561,22.15,74.56
22.35,991.63,47.09,48.73,8.68,2560,22.16,74.60
22.35,991.62,46.97,48.49,8.61,2560,22.15,74.58
22.36,991.62,46.97,48.47,8.61,2560,22.16,74.58
22.36,991.62,46.86,48.46,8.61,2560,22.16,74.53
22.36,991.62,46.86,48.46,8.61,2560,22.16,74.54
22.35,991.62,46.86,48.48,8.61,2560,22.17,74.60
22.35,991.63,46.86,48.50,8.64,2559,22.17,74.57
22.36,991.63,46.97,48.52,8.64,2558,22.17,74.57
22.35,991.63,47.20,48.80,8.70,2557,22.16,74.58
22.36,991.63,47.20,48.82,8.70,2558,22.17,74.54
22.35,991.63,46.97,48.45,8.61,2557,22.17,74.54
22.36,991.63,46.86,48.44,8.61,2557,22.16,74.58
22.35,991.64,46.75,48.44,8.61,2556,22.16,74.57
22.34,991.64,46.86,48.45,8.61,2554,22.15,74.57
22.34,991.64,46.86,48.44,8.60,2555,22.16,74.54
22.34,991.64,46.86,48.48,8.61,2554,22.16,74.56
22.35,991.64,46.97,48.58,8.64,2555,22.16,74.53
22.35,991.64,47.20,48.79,8.67,2554,22.16,74.53
22.34,991.64,47.20,48.79,8.67,2551,22.16,74.52
22.35,991.65,46.97,48.49,8.62,2550,22.17,74.58
22.35,991.65,46.97,48.48,8.61,2549,22.16,74.52
22.34,991.65,46.97,48.48,8.61,2548,22.15,74.54
22.33,991.65,46.97,48.47,8.61,2549,22.16,74.53
22.33,991.66,46.86,48.39,8.60,2546,22.16,74.56
22.33,991.66,46.75,48.48,8.61,2546,22.17,74.54
22.34,991.66,46.97,48.48,8.61,2546,22.15,74.54
22.34,991.67,47.20,48.79,8.68,2545,22.16,74.53
22.34,991.67,47.20,48.81,8.70,2545,22.15,74.54
22.34,991.67,46.97,48.48,8.61,2545,22.15,74.54
22.33,991.68,46.97,48.48,8.61,2545,22.13,74.56
22.33,991.68,46.97,48.49,8.61,2546,22.16,74.55
22.33,991.68,46.86,48.42,8.61,2545,22.13,74.56
22.32,991.69,46.63,48.46,8.61,2545,22.16,74.59
22.33,991.69,46.86,48.46,8.61,2545,22.16,74.56
22.34,991.70,46.97,48.56,8.63,2546,22.14,74.57
22.34,991.70,47.09,48.74,8.66,2546,22.15,74.54
22.33,991.70,47.20,48.71,8.68,2545,22.15,74.56
22.33,991.71,46.86,48.48,8.61,2545,22.16,74.57
22.33,991.71,46.86,48.50,8.61,2546,22.15,74.52
22.33,991.71,46.97,48.47,8.61,2545,22.15,74.54
22.34,991.72,46.86,48.48,8.61,2547,22.16,74.56
22.34,991.72,46.97,48.37,8.59,2547,22.14,74.55
22.34,991.73,46.63,48.46,8.61,2547,22.16,74.55
22.35,991.73,46.97,48.49,8.61,2548,22.16,74.52
22.34,991.74,47.20,48.75,8.68,2548,22.17,74.55
22.34,991.74,47.09,48.77,8.66,2548,22.17,74.55
22.35,991.74,46.86,48.46,8.61,2548,22.16,74.52
22.35,991.75,46.86,48.49,8.61,2548,22.17,74.54
22.34,991.75,46.86,48.49,8.62,2548,22.18,74.52
22.34,991.76,46.97,48.49,8.61,2548,22.15,74.52
22.34,991.76,46.86,48.49,8.61,2548,22.16,74.49
22.34,991.76,46.97,48.49,8.62,2549,22.15,74.46
22.34,991.77,46.97,48.56,8.62,2548,22.16,74.46
22.34,991.78,47.20,48.80,8.66,2547,22.16,74.46
22.35,991.78,47.20,48.78,8.66,2548,22.16,74.48
22.34,991.79,46.86,48.48,8.61,2548,22.18,74.48
22.35,991.79,46.86,48.47,8.61,2549,22.16,74.48
22.35,991.79,46.86,48.39,8.60,2549,22.19,74.46
22.36,991.80,46.75,48.37,8.59,2549,22.17,74.47
22.35,991.80,46.75,48.39,8.59,2549,22.17,74.44
22.35,991.81,46.75,48.38,8.60,2548,22.17,74.47
22.36,991.81,46.75,48.39,8.59,2548,22.16,74.41
22.36,991.82,46.97,48.65,8.66,2548,22.18,74.44
22.35,991.82,46.97,48.69,8.65,2550,22.20,74.44
22.35,991.82,46.75,48.39,8.60,2550,22.19,74.42
22.36,991.83,46.75,48.40,8.59,2550,22.18,74.44
22.36,991.83,46.75,48.38,8.59,2551,22.19,74.45
22.36,991.83,46.75,48.40,8.60,2552,22.19,74.39
22.35,991.84,46.75,48.41,8.59,2552,22.21,74.43
22.35,991.84,46.75,48.39,8.59,2552,22.21,74.45
22.36,991.84,46.75,48.43,8.61,2552,22.21,74.44
22.36,991.85,46.97,48.67,8.65,2553,22.19,74.40
22.37,991.86,46.97,48.67,8.65,2552,22.21,74.45
22.36,991.86,46.75,48.38,8.59,2552,22.20,74.39
22.37,991.86,46.75,48.38,8.59,2551,22.21,74.43
22.37,991.86,46.75,48.34,8.59,2551,22.21,74.44
22.37,991.86,46.63,48.38,8.59,2551,22.21,74.44
22.36,991.86,46.63,48.38,8.59,2551,22.20,74.45
22.36,991.87,46.63,48.37,8.59,2551,22.21,74.47
22.37,991.87,46.63,48.36,8.59,2553,22.21,74.46
22.37,991.87,46.86,48.63,8.66,2554,22.24,74.52
22.38,991.88,46.97,48.68,8.65,2553,22.21,74.53
22.37,991.87,46.75,48.38,8.59,2554,22.22,74.53
22.37,991.88,46.63,48.36,8.59,2559,22.24,74.55
22.38,991.88,46.63,48.34,8.59,2561,22.23,74.56
22.37,991.88,46.52,48.39,8.59,2562,22.22,74.56
22.38,991.88,46.75,48.38,8.60,2562,22.21,74.58
22.38,991.89,46.75,48.38,8.59,2562,22.24,74.66
22.38,991.89,46.75,48.39,8.59,2562,22.23,74.66
22.40,991.89,46.97,48.68,8.64,2563,22.23,74.70
22.39,991.89,47.09,48.68,8.64,2562,22.23,74.71
22.38,991.89,46.75,48.38,8.59,2563,22.23,74.74
22.38,991.89,46.75,48.38,8.59,2564,22.23,74.77
22.38,991.89,46.75,48.38,8.59,2565,22.25,74.76
22.39,991.89,46.75,48.37,8.59,2568,22.23,74.78
22.38,991.89,46.75,48.38,8.59,2568,22.24,74.82
22.39,991.90,46.75,48.38,8.59,2572,22.24,74.78
22.39,991.90,46.75,48.39,8.59,2571,22.24,74.88
22.39,991.90,46.97,48.66,8.65,2571,22.27,74.89
22.39,991.90,46.97,48.67,8.65,2572,22.24,74.87
22.38,991.90,46.75,48.45,8.61,2572,22.27,74.89
22.39,991.90,46.75,48.39,8.59,2573,22.26,74.96
22.40,991.91,46.75,48.38,8.59,2573,22.24,74.93
22.40,991.92,46.75,48.38,8.59,2574,22.24,75.00
22.40,991.91,46.75,48.38,8.59,2576,22.23,75.04
22.41,991.91,46.75,48.38,8.59,2576,22.25,75.06
22.41,991.91,46.75,48.35,8.59,2577,22.26,75.12
22.42,991.92,46.97,48.81,8.67,2577,22.26,75.05
22.42,991.92,46.97,48.67,8.65,2577,22.26,75.03
22.41,991.92,46.63,48.36,8.59,2577,22.26,75.11
22.41,991.92,46.63,48.36,8.59,2579,22.27,75.19
22.42,991.93,46.75,48.38,8.59,2579,22.28,75.29
22.42,991.93,46.75,48.38,8.59,2579,22.26,75.28
22.42,991.93,46.75,48.38,8.59,2579,22.28,75.31
22.43,991.94,46.75,48.38,8.59,2579,22.29,75.37
22.44,991.95,46.75,48.38,8.59,2578,22.28,75.43
22.45,991.95,46.97,48.69,8.65,2577,22.28,75.50
22.56,992.82,45.84,47.67,8.49,2707,22.39,77.68
22.56,992.82,45.84,47.66,8.49,2707,22.37,77.69
22.57,992.82,45.84,47.64,8.48,2706,22.39,77.70
22.56,992.83,45.84,47.63,8.48,2706,22.36,77.72
22.56,992.83,45.84,47.65,8.48,2704,22.38,77.74
22.55,992.83,45.84,47.68,8.50,2705,22.39,77.72
22.56,992.83,46.07,47.94,8.53,2704,22.40,77.72
22.56,992.83,46.07,47.90,8.54,2705,22.40,77.71
22.56,992.83,45.84,47.76,8.50,2705,22.39,77.69
22.56,992.83,45.84,47.64,8.48,2705,22.38,77.69
22.55,992.83,45.84,47.64,8.48,2704,22.38,77.68
22.55,992.82,45.84,47.64,8.48,2706,22.38,77.67
22.54,992.82,45.84,47.69,8.49,2706,22.39,77.69
22.55,992.82,45.84,47.64,8.48,2706,22.39,77.68
22.54,992.82,45.84,47.63,8.48,2707,22.39,77.67
22.54,992.82,46.07,47.93,8.54,2708,22.39,77.68
22.54,992.81,46.07,47.92,8.53,2708,22.38,77.67
22.53,992.81,45.84,47.62,8.48,2709,22.39,77.65
22.53,992.81,45.84,47.62,8.48,2710,22.37,77.66
22.53,992.81,45.84,47.63,8.48,2710,22.38,77.67
22.53,992.80,45.84,47.60,8.48,2713,22.39,77.67
22.53,992.80,45.73,46.93,8.36,2715,22.37,77.62
22.52,992.79,44.48,47.02,8.37,2720,22.38,77.62
22.51,992.79,45.16,47.58,8.47,2719,22.40,77.61
22.50,992.79,45.95,47.65,8.48,2718,22.38,77.61
22.51,992.79,45.84,47.58,8.48,2718,22.35,77.51
22.51,992.79,45.50,47.38,8.43,2715,22.34,77.38
22.51,992.78,45.39,47.49,8.45,2710,22.34,77.32
22.51,992.78,45.50,47.50,8.45,2705,22.33,77.25
22.50,992.77,45.62,47.50,8.46,2699,22.32,77.20
22.49,992.77,45.62,47.50,8.46,2694,22.32,77.17
22.49,992.77,45.62,47.51,8.46,2690,22.32,77.07
22.48,992.77,45.62,47.48,8.47,2685,22.34,77.03
22.50,992.77,45.84,47.77,8.52,2674,22.34,76.97
22.49,992.76,45.95,47.88,8.51,2653,22.35,76.92
22.48,992.76,45.73,47.77,8.50,2622,22.34,76.82
22.48,992.76,45.73,47.57,8.47,2614,22.34,76.82
22.48,992.76,45.73,47.57,8.47,2608,22.36,76.81
22.48,992.76,45.73,47.57,8.47,2605,22.37,76.76
22.48,992.76,45.73,47.58,8.47,2602,22.35,76.73
22.47,992.76,45.73,47.57,8.47,2595,22.36,76.73
22.47,992.76,45.73,47.57,8.47,2588,22.35,76.69
22.48,992.76,45.95,47.82,8.53,2577,22.33,76.68
22.49,992.77,45.95,47.84,8.52,2572,22.33,76.65
22.47,992.76,45.73,47.57,8.47,2569,22.33,76.67
22.47,992.77,45.73,47.57,8.47,2567,22.33,76.65
22.47,992.77,45.73,47.58,8.47,2568,22.36,76.71
22.47,992.77,45.73,47.57,8.47,2566,22.36,76.69
22.47,992.77,45.73,47.58,8.47,2565,22.36,76.69
22.48,992.77,45.73,47.57,8.47,2564,22.36,76.68
22.48,992.77,45.73,47.58,8.47,2565,22.35,76.67
22.49,992.77,45.95,47.73,8.50,2565,22.33,76.67
22.48,992.78,45.95,47.85,8.52,2565,22.31,76.65
22.48,992.78,45.73,47.67,8.49,2564,22.33,76.68
22.47,992.78,45.73,47.58,8.47,2563,22.34,76.70
22.48,992.78,45.73,47.57,8.47,2562,22.32,76.68
22.47,992.78,45.73,47.57,8.47,2562,22.31,76.66
22.47,992.78,45.73,47.55,8.47,2562,22.33,76.71
22.47,992.78,45.73,47.58,8.47,2563,22.33,76.72
22.47,992.78,45.73,47.57,8.47,2563,22.33,76.73
22.48,992.78,45.95,47.84,8.53,2564,22.34,76.77
22.48,992.78,45.95,47.84,8.53,2564,22.31,76.72
22.47,992.78,45.84,47.80,8.50,2568,22.32,76.78
22.48,992.78,45.73,47.58,8.47,2569,22.30,76.75
22.47,992.78,45.73,47.58,8.47,2569,22.32,76.82
22.46,992.78,45.73,47.59,8.47,2569,22.33,76.77
22.47,992.78,45.73,47.59,8.47,2568,22.32,76.84
22.46,992.78,45.73,47.59,8.47,2567,22.31,76.82
22.46,992.78,45.73,47.58,8.47,2567,22.32,76.82
22.47,992.78,45.95,47.83,8.52,2568,22.32,76.81
22.47,992.78,45.95,47.86,8.52,2568,22.31,76.81
22.46,992.77,45.84,47.63,8.47,2573,22.31,76.86
22.46,992.77,45.73,47.59,8.47,2572,22.31,76.82
22.46,992.77,45.73,47.59,8.47,2572,22.32,76.84
22.47,992.76,45.73,47.59,8.47,2573,22.30,76.80
22.46,992.77,45.73,47.59,8.47,2574,22.31,76.81
22.46,992.76,45.73,47.58,8.47,2576,22.30,76.80
22.46,992.76,45.73,47.58,8.47,2577,22.32,76.80
22.47,992.76,45.95,47.68,8.50,2582,22.31,76.79
22.47,992.76,45.95,47.84,8.54,2583,22.29,76.77
22.45,992.76,45.84,47.72,8.50,2585,22.30,76.77
22.46,992.75,45.73,47.58,8.47,2586,22.29,76.80
22.46,992.75,45.73,47.58,8.48,2598,22.28,76.80
22.46,992.75,45.73,47.58,8.47,2598,22.29,76.77
22.46,992.75,45.73,47.59,8.47,2600,22.31,76.79
22.45,992.75,45.73,47.59,8.47,2601,22.30,76.78
22.46,992.75,45.73,47.58,8.47,2602,22.29,76.82
22.46,992.75,45.95,47.86,8.54,2605,22.27,76.80
22.46,992.75,45.95,47.88,8.51,2608,22.29,76.78
22.45,992.75,45.84,47.84,8.50,2609,22.29,76.83
22.45,992.74,45.73,47.58,8.47,2610,22.29,76.80
22.44,992.74,45.73,47.58,8.47,2615,22.28,76.82
22.44,992.74,45.73,47.58,8.47,2615,22.27,76.80
22.45,992.74,45.73,47.61,8.48,2621,22.28,76.82
22.44,992.74,45.73,47.58,8.47,2623,22.27,76.81
22.44,992.75,45.73,47.58,8.47,2623,22.28,76.85
22.45,992.75,45.95,47.76,8.50,2620,22.29,76.84
22.45,992.75,45.95,47.84,8.53,2620,22.29,76.84
22.44,992.75,45.84,47.66,8.48,2621,22.28,76.83
22.44,992.75,45.73,47.58,8.47,2622,22.30,76.86
22.44,992.75,45.73,47.59,8.47,2621,22.27,76.78
22.44,992.75,45.73,47.61,8.48,2624,22.27,76.83
22.44,992.75,45.73,47.61,8.48,2625,22.27,76.80
22.44,992.75,45.73,47.61,8.48,2630,22.27,76.80
22.43,992.75,45.73,47.61,8.48,2632,22.27,76.78
22.45,992.76,45.95,47.66,8.50,2633,22.25,76.81
22.45,992.76,45.95,47.88,8.52,2633,22.28,76.83
22.43,992.76,45.84,47.78,8.51,2633,22.27,76.86
22.43,992.76,45.73,47.61,8.48,2633,22.25,76.84
22.43,992.76,45.73,47.61,8.48,2633,22.27,76.82
22.43,992.76,45.73,47.60,8.48,2633,22.27,76.84
22.43,992.77,45.73,47.62,8.48,2633,22.26,76.85
22.43,992.76,45.73,47.61,8.48,2633,22.28,76.86
22.43,992.77,45.73,47.61,8.48,2633,22.26,76.85
22.43,992.77,45.95,47.86,8.53,2631,22.25,76.81
22.43,992.77,46.07,47.90,8.53,2630,22.26,76.85
22.43,992.77,45.84,47.90,8.53,2628,22.26,76.86
22.43,992.77,45.73,47.62,8.48,2628,22.26,76.90
22.43,992.77,45.73,47.62,8.48,2621,22.24,76.83
22.42,992.77,45.73,47.62,8.48,2619,22.24,76.83
22.42,992.77,45.73,47.63,8.48,2619,22.26,76.83
22.42,992.77,45.73,47.61,8.48,2615,22.24,76.80
22.42,992.77,45.73,47.62,8.48,2615,22.25,76.85
22.43,992.77,45.95,47.76,8.50,2616,22.24,76.80
22.42,992.77,46.07,47.88,8.54,2616,22.24,76.85
22.43,992.77,45.84,47.71,8.49,2616,22.25,76.86
22.42,992.77,45.73,47.62,8.48,2616,22.27,76.85
22.42,992.77,45.73,47.61,8.48,2615,22.25,76.85
22.42,992.76,45.73,47.61,8.48,2616,22.25,76.83
22.42,992.76,45.73,47.62,8.48,2615,22.27,76.85
22.41,992.76,45.73,47.62,8.48,2615,22.24,76.86
22.41,992.76,45.73,47.63,8.48,2614,22.24,76.82
22.42,992.76,45.84,47.64,8.49,2612,22.24,76.82
22.42,992.76,45.95,47.90,8.53,2612,22.23,76.80
22.42,992.76,45.84,47.85,8.51,2612,22.24,76.80
22.41,992.75,45.73,47.62,8.48,2613,22.24,76.84
22.42,992.75,45.73,47.62,8.48,2613,22.25,76.83
22.42,992.75,45.73,47.62,8.48,2613,22.25,76.89
22.42,992.75,45.73,47.62,8.48,2613,22.23,76.83
22.42,992.75,45.73,47.61,8.48,2614,22.23,76.84
22.41,992.75,45.73,47.62,8.48,2614,22.25,76.85
22.42,992.75,45.84,47.82,8.53,2614,22.23,76.82
22.41,992.74,45.95,47.91,8.52,2612,22.25,76.90
22.41,992.74,45.84,47.88,8.54,2611,22.25,76.82
22.42,992.74,45.73,47.63,8.48,2610,22.23,76.83
22.42,992.74,45.73,47.63,8.48,2610,22.24,76.84
22.42,992.73,45.73,47.63,8.48,2609,22.25,76.84
22.42,992.73,45.73,47.62,8.48,2609,22.25,76.87
22.41,992.73,45.73,47.63,8.48,2609,22.23,76.86
22.41,992.73,45.73,47.63,8.48,2609,22.24,76.83
22.41,992.73,45.95,47.73,8.51,2610,22.25,76.84
22.41,992.72,46.07,47.93,8.53,2609,22.23,76.83
22.40,992.72,45.84,47.67,8.48,2610,22.23,76.83
22.40,992.72,45.62,47.59,8.47,2610,22.23,76.84
22.41,992.72,45.73,47.59,8.48,2609,22.22,76.82
22.41,992.72,45.73,47.58,8.48,2609,22.23,76.87
22.41,992.71,45.73,47.59,8.48,2609,22.22,76.80
22.41,992.71,45.73,47.59,8.48,2609,22.22,76.81
22.40,992.71,45.73,47.59,8.48,2609,22.22,76.85
22.41,992.71,45.73,47.59,8.48,2608,22.24,76.81
22.42,992.71,45.95,47.89,8.52,2608,22.21,76.79
22.40,992.70,45.84,47.86,8.51,2609,22.23,76.78
22.40,992.70,45.73,47.59,8.48,2608,22.23,76.83
22.40,992.70,45.62,47.59,8.48,2607,22.23,76.78
22.40,992.70,45.73,47.59,8.47,2606,22.22,76.79
22.40,992.69,45.73,47.59,8.48,2607,22.21,76.77
22.40,992.69,45.62,47.58,8.47,2607,22.21,76.78
22.40,992.69,45.73,47.59,8.48,2607,22.24,76.76
22.41,992.69,45.84,47.77,8.51,2607,22.20,76.75
22.40,992.69,45.95,47.85,8.54,2607,22.22,76.73
22.40,992.69,45.84,47.85,8.54,2609,22.24,76.78
22.39,992.69,45.62,47.58,8.48,2609,22.22,76.77
22.39,992.68,45.62,47.59,8.48,2609,22.22,76.78
22.38,992.68,45.73,47.59,8.48,2610,22.23,76.79
21.94,992.57,46.18,47.42,8.46,2514,21.73,74.91
21.93,992.56,45.05,47.88,8.54,2514,21.73,74.94
21.93,992.56,45.95,47.93,8.54,2513,21.73,74.92
21.95,992.56,46.18,48.00,8.57,2512,21.74,74.96
21.95,992.56,46.29,48.23,8.60,2511,21.72,74.94
21.94,992.55,46.41,48.24,8.59,2505,21.73,74.93
21.95,992.55,46.07,47.93,8.55,2506,21.74,74.95
21.95,992.54,46.07,47.94,8.55,2507,21.74,74.94
21.95,992.54,46.18,47.93,8.54,2507,21.75,74.93
21.95,992.54,46.07,47.94,8.55,2507,21.73,74.95
21.95,992.53,46.18,47.95,8.55,2507,21.73,74.91
21.96,992.53,46.18,47.94,8.55,2507,21.76,74.89
21.97,992.53,46.18,47.94,8.55,2507,21.76,74.90
21.96,992.53,46.41,48.22,8.61,2506,21.76,74.89
21.96,992.53,46.52,48.18,8.59,2506,21.75,74.83
21.96,992.52,46.07,47.94,8.55,2506,21.75,74.84
21.97,992.52,46.18,47.95,8.55,2510,21.75,74.88
21.95,992.52,46.07,47.94,8.55,2508,21.73,74.87
21.96,992.52,46.07,47.91,8.54,2508,21.75,74.89
21.96,992.52,45.95,47.93,8.55,2508,21.77,74.94
21.95,992.52,46.07,47.93,8.54,2507,21.76,74.92
21.97,992.51,46.18,48.06,8.59,2507,21.75,74.88
21.96,992.51,46.29,48.21,8.60,2508,21.77,74.92
21.96,992.51,46.29,48.23,8.61,2510,21.76,74.91
21.96,992.51,46.18,47.97,8.54,2511,21.77,74.93
21.97,992.51,46.07,47.93,8.55,2511,21.77,74.94
21.97,992.51,46.07,47.94,8.55,2511,21.76,74.92
21.97,992.51,46.18,47.96,8.55,2515,21.77,74.99
21.96,992.51,46.18,47.96,8.55,2516,21.76,74.97
21.97,992.51,46.18,47.95,8.55,2515,21.78,74.99
21.99,992.51,46.29,47.96,8.55,2515,21.77,74.99
21.99,992.51,46.41,48.24,8.59,2516,21.77,74.95
21.99,992.51,46.41,48.18,8.60,2517,21.78,74.99
21.98,992.51,46.18,47.94,8.55,2517,21.74,74.97
21.98,992.51,46.18,47.93,8.55,2516,21.77,74.97
21.98,992.50,46.07,47.95,8.55,2517,21.77,75.01
21.98,992.51,46.18,47.95,8.55,2520,21.77,74.96
21.98,992.50,46.18,47.96,8.55,2519,21.76,74.92
21.98,992.50,46.18,47.96,8.55,2519,21.75,74.91
21.99,992.50,46.18,47.96,8.55,2518,21.79,74.94
21.98,992.50,46.52,48.25,8.60,2517,21.77,74.90
21.98,992.50,46.52,48.20,8.62,2514,21.76,74.92
21.98,992.50,46.18,47.95,8.55,2516,21.77,74.91
21.98,992.50,46.18,47.96,8.55,2516,21.78,74.91
21.98,992.49,46.18,47.96,8.55,2515,21.79,74.91
21.98,992.49,46.18,47.95,8.55,2517,21.77,74.89
21.98,992.49,46.18,47.95,8.55,2517,21.77,74.91
21.99,992.49,46.18,47.96,8.55,2518,21.78,74.91
21.99,992.49,46.29,48.01,8.57,2518,21.79,74.94
21.99,992.49,46.52,48.27,8.60,2520,21.77,74.95
21.98,992.49,46.52,48.25,8.59,2526,21.79,74.94
21.98,992.48,46.18,47.96,8.55,2525,21.80,74.92
21.98,992.49,46.18,47.96,8.55,2525,21.78,74.88
21.99,992.48,46.18,47.96,8.55,2525,21.80,74.90
21.99,992.48,46.18,47.96,8.55,2524,21.76,74.87
21.98,992.48,46.18,47.96,8.55,2523,21.78,74.88
21.99,992.48,46.29,47.95,8.55,2524,21.77,74.87
21.98,992.48,46.18,47.96,8.55,2525,21.78,74.86
21.99,992.48,46.52,48.24,8.61,2526,21.77,74.86
22.00,992.48,46.52,48.23,8.62,2530,21.77,74.89
21.98,992.48,46.18,47.94,8.55,2531,21.78,74.92
21.98,992.48,46.18,47.95,8.55,2530,21.77,74.97
21.98,992.48,46.18,47.96,8.55,2532,21.76,74.92
21.99,992.48,46.18,47.96,8.55,2531,21.78,74.91
21.98,992.48,46.18,47.96,8.55,2530,21.76,74.93
21.98,992.48,46.18,47.96,8.55,2532,21.80,74.94
21.98,992.48,46.18,48.05,8.57,2532,21.77,74.92
21.99,992.48,46.41,48.23,8.61,2533,21.78,74.97
21.99,992.48,46.41,48.21,8.62,2533,21.78,74.99
21.99,992.48,46.18,48.05,8.57,2535,21.80,74.95
21.99,992.47,46.18,47.96,8.55,2538,21.77,74.95
22.00,992.47,46.18,47.96,8.55,2537,21.78,74.92
21.99,992.47,46.18,47.96,8.55,2536,21.77,74.91
21.99,992.47,46.18,47.95,8.55,2536,21.80,74.97
21.99,992.47,46.18,47.95,8.55,2536,21.78,74.91
22.00,992.47,46.18,47.94,8.55,2536,21.77,74.93
22.01,992.48,46.41,48.25,8.60,2535,21.77,74.93
22.00,992.47,46.41,48.21,8.61,2534,21.76,74.91
22.00,992.47,46.07,47.96,8.55,2535,21.78,74.92
22.00,992.47,46.18,47.93,8.55,2536,21.77,74.92
21.99,992.47,46.07,47.96,8.55,2536,21.77,74.93
21.99,992.47,46.18,47.96,8.55,2536,21.77,74.95
22.00,992.47,46.18,47.94,8.55,2537,21.80,74.99
22.00,992.47,46.18,47.96,8.55,2538,21.76,74.94
22.00,992.47,46.18,47.95,8.55,2537,21.79,74.95
22.01,992.47,46.41,48.23,8.61,2542,21.78,74.97
22.00,992.47,46.41,48.25,8.60,2541,21.79,74.95
22.00,992.47,46.18,48.02,8.56,2542,21.80,74.94
21.99,992.46,46.18,47.98,8.55,2542,21.78,74.92
22.00,992.46,46.18,47.97,8.55,2542,21.80,74.90
21.99,992.46,46.18,47.97,8.55,2543,21.78,74.91
21.99,992.46,46.18,47.98,8.55,2543,21.82,74.90
21.99,992.46,46.18,47.98,8.55,2542,21.79,74.87
21.99,992.46,46.29,47.96,8.55,2541,21.79,74.91
22.01,992.46,46.52,48.24,8.61,2542,21.78,74.87
22.00,992.46,46.52,48.23,8.62,2540,21.78,74.86
21.99,992.45,46.18,47.95,8.55,2541,21.78,74.85
22.00,992.45,46.18,47.96,8.55,2541,21.81,74.83
22.00,992.45,46.18,47.95,8.55,2542,21.80,74.85
22.00,992.45,46.07,47.95,8.55,2541,21.78,74.84
21.99,992.45,46.07,47.95,8.55,2544,21.80,74.84
22.00,992.45,46.07,47.95,8.55,2543,21.81,74.85
21.99,992.44,46.18,47.96,8.55,2543,21.81,74.86
22.00,992.45,46.52,48.24,8.61,2543,21.81,74.85
22.01,992.45,46.41,48.25,8.61,2544,21.82,74.87
22.00,992.45,46.18,48.10,8.58,2545,21.79,74.83
22.01,992.44,46.18,47.96,8.55,2543,21.77,74.85
22.00,992.45,46.18,47.96,8.55,2544,21.79,74.84
22.00,992.45,46.18,47.95,8.55,2545,21.80,74.87
21.99,992.45,46.18,47.97,8.55,2544,21.78,74.81
22.00,992.45,46.18,47.96,8.55,2544,21.80,74.85
22.00,992.45,46.18,47.96,8.55,2545,21.78,74.84
22.00,992.45,46.41,48.19,8.61,2545,21.77,74.80
22.00,992.45,46.41,48.25,8.62,2546,21.77,74.80
21.99,992.45,46.29,48.00,8.55,2547,21.77,74.81
22.00,992.45,46.18,47.98,8.55,2547,21.78,74.81
22.00,992.46,46.18,47.96,8.55,2547,21.80,74.80
22.00,992.46,46.18,47.96,8.55,2548,21.78,74.76
21.99,992.46,46.18,47.97,8.55,2548,21.79,74.83
21.99,992.46,46.18,47.97,8.55,2548,21.79,74.83
21.99,992.46,46.18,47.97,8.55,2548,21.80,74.80
22.01,992.47,46.41,48.20,8.62,2548,21.77,74.80
22.00,992.47,46.41,48.23,8.61,2548,21.78,74.76
21.99,992.47,46.29,48.13,8.59,2546,21.79,74.80
22.00,992.48,46.18,47.96,8.55,2547,21.80,74.77
21.99,992.48,46.18,47.96,8.55,2548,21.81,74.78
22.00,992.48,46.18,47.95,8.55,2548,21.79,74.80
21.99,992.48,46.18,47.95,8.55,2548,21.79,74.80
22.00,992.48,46.18,47.94,8.55,2547,21.78,74.73
22.00,992.49,46.07,47.95,8.55,2548,21.78,74.80
22.01,992.49,46.41,48.18,8.61,2548,21.80,74.80
22.00,992.50,46.41,48.22,8.61,2548,21.78,74.81
21.99,992.50,46.18,47.97,8.54,2547,21.80,74.85
21.99,992.50,46.18,47.95,8.55,2548,21.80,74.83
22.00,992.50,46.18,47.93,8.55,2548,21.80,74.84
21.99,992.50,46.07,47.93,8.55,2551,21.80,74.83
21.99,992.50,46.07,47.93,8.55,2552,21.80,74.85
21.99,992.50,46.07,47.94,8.55,2553,21.82,74.90
21.99,992.51,46.07,47.94,8.55,2553,21.78,74.86
22.00,992.51,46.29,48.04,8.58,2552,21.78,74.84
22.01,992.51,46.41,48.21,8.60,2553,21.79,74.83
22.00,992.51,46.18,48.09,8.56,2552,21.79,74.77
21.99,992.51,46.07,47.93,8.55,2553,21.78,74.83
22.00,992.52,46.07,47.94,8.55,2553,21.79,74.80
22.00,992.52,46.07,47.93,8.55,2554,21.81,74.83
22.01,992.53,46.07,47.94,8.55,2554,21.79,74.80
22.00,992.53,46.18,47.93,8.55,2554,21.77,74.85
22.00,992.53,46.07,47.94,8.55,2554,21.81,74.85
22.01,992.53,46.41,48.21,8.60,2554,21.81,74.86
22.01,992.53,46.41,48.22,8.61,2554,21.78,74.81
22.00,992.54,46.29,48.22,8.61,2553,21.79,74.83
22.00,992.54,46.07,47.93,8.55,2552,21.81,74.81
